headline,source,date,url,sentiment,sentiment_score
"Pakistan, Bangladesh sign historic agreement against drug trafficking",ARY News,2026-05-09T15:35:35+05:00,https://arynews.tv/pakistan-bangladesh-agreement-against-drug-trafficking,neutral,0.723
Russia celebrates ’81st Victory Day’ as Putin praises troops in Ukraine,ARY News,2026-05-09T15:29:44+05:00,https://arynews.tv/russia-celebrates-81st-victory-day-as-putin-praises-troops-in-ukraine,positive,0.919
Tchouameni can play Clasico despite Valverde clash: Arbeloa,ARY News,2026-05-09T15:27:17+05:00,https://arynews.tv/tchouameni-can-play-clasico-despite-valverde-clash-arbeloa,neutral,0.901
"Iran says will play in World Cup, demands hosts accept conditions",ARY News,2026-05-09T15:20:38+05:00,https://arynews.tv/iran-says-will-play-in-world-cup-demands-hosts-accept-conditions,neutral,0.898
Bakhtawar Mazhar earns praise for bravely embracing bald look in Dr Bahu,ARY News,2026-05-09T15:16:18+05:00,https://arynews.tv/bakhtawar-mazhar-earns-praise-for-bravely-embracing-bald-look-in-dr-bahu,positive,0.571
Pakistan name T20I squad for Zimbabwe series,ARY News,2026-05-09T15:13:52+05:00,https://arynews.tv/pakistan-name-t20i-squad-for-zimbabwe-series,neutral,0.919
Putin says army fighting ‘aggressive’ NATO-backed force in Victory Parade address,ARY News,2026-05-09T15:07:39+05:00,https://arynews.tv/putins-army-fighting-aggressive-nato-backed-force-victory-parade-address,neutral,0.851
"Meta introduces facial analysis AI to estimate teen ages on Instagram, Facebook",ARY News,2026-05-09T14:44:19+05:00,https://arynews.tv/meta-introduces-facial-analysis-ai-to-estimate-teen-ages-on-instagram-facebook,neutral,0.923
FIFA World Cup 2026 opening ceremony: Nora Fatehi joins star-studded lineup,ARY News,2026-05-09T14:31:49+05:00,https://arynews.tv/fifa-world-cup-2026-opening-ceremony-nora-fatehi-joins-star-studded-lineup,neutral,0.6
Trisha Krishnan’s cryptic post sparks buzz ahead of Vijay’s CM oath,ARY News,2026-05-09T14:28:58+05:00,https://arynews.tv/trisha-krishnans-cryptic-post-sparks-buzz-ahead-of-vijays-cm-oath,neutral,0.927
Nawaz Sharif calls for public relief amid petrol price increase,ARY News,2026-05-09T14:15:55+05:00,https://arynews.tv/nawaz-sharif-calls-for-public-relief-amid-petrol-price-increase,neutral,0.844
JI chief blasts Govt over further hike in petroleum prices,ARY News,2026-05-09T14:14:05+05:00,https://arynews.tv/ji-chief-blasts-govt-over-further-hike-in-petroleum-prices,negative,0.646
‘Devil Wears Prada 2’ salaries revealed as Meryl Streep pushes equal pay deal for co-stars,ARY News,2026-05-09T13:55:27+05:00,https://arynews.tv/devil-wears-prada-2-salaries-revealed-as-meryl-streep-pushes-equal-pay-deal-for-co-stars,neutral,0.807
China launches first ternary mixed gas shield tunneling system,ARY News,2026-05-09T13:51:10+05:00,https://arynews.tv/china-launches-first-ternary-mixed-gas-shield-tunneling-system,neutral,0.867
China wood flexoelectricity breakthrough enables self powered sensors,ARY News,2026-05-09T13:39:29+05:00,https://arynews.tv/china-wood-flexoelectricity-breakthrough-enables-self-powered-sensors,neutral,0.605
Grey’s Anatomy S22: Kevin McKidd reflects on late Eric Dane,ARY News,2026-05-09T13:37:59+05:00,https://arynews.tv/greys-anatomy-s22-kevin-mckidd-reflects-on-late-eric-dane,neutral,0.941
"Gold prices decrease in Pakistan – May 9, 2026",ARY News,2026-05-09T13:26:09+05:00,https://arynews.tv/gold-prices-decrease-in-pakistan-may-9-2026,neutral,0.854
"Kate Middleton, Prince William step in for King Charles during key event",ARY News,2026-05-09T13:20:02+05:00,https://arynews.tv/kate-middleton-prince-william-step-in-for-king-charles-during-key-event-in-buckingham-palace,neutral,0.871
Ajay Devgn’s satirical take on Akshay Kumar’s ‘Golmaal 5’ entry,ARY News,2026-05-09T12:57:54+05:00,https://arynews.tv/ajay-devgns-satirical-take-on-akshay-kumars-golmaal-5-entry,neutral,0.892
"Sydney Sweeney, Scooter Braun look smitten during Queensland getaway",ARY News,2026-05-09T12:54:43+05:00,https://arynews.tv/sydney-sweeney-scooter-braun-look-smitten-during-queensland-getaway,positive,0.627
WHO says six hantavirus cases confirmed so far,ARY News,2026-05-09T12:50:26+05:00,https://arynews.tv/who-six-hantavirus-cases-confirmed,neutral,0.768
Prime Video Clips feature brings short form video discovery to app,ARY News,2026-05-09T12:46:39+05:00,https://arynews.tv/prime-video-clips-feature-brings-short-form-video-discovery-to-app,neutral,0.639
Suspected oil slick off Iran’s Kharg Island,ARY News,2026-05-09T12:23:28+05:00,https://arynews.tv/suspected-oil-slick-off-irans-kharg-island,neutral,0.641
"Gwyneth Paltrow, Chris Martin reunite for daughter Apple Martin’s graduation",ARY News,2026-05-09T12:17:39+05:00,https://arynews.tv/gwyneth-paltrow-chris-martin-reunite-for-daughter-apple-martins-graduation,neutral,0.672
Jon B. shares memories of collaboration with Michael Jackson,ARY News,2026-05-09T12:07:14+05:00,https://arynews.tv/jon-b-shares-memories-of-collaboration-with-michael-jackson,neutral,0.786
"Extreme hot weather spell continues in country, sizzles Balochistan and Sindh",ARY News,2026-05-09T12:05:38+05:00,https://arynews.tv/extreme-hot-weather-continues-country-sizzles-balochistan-sindh,negative,0.716
"Father, travelling to daughter’s funeral, shot dead in Karachi robbery",ARY News,2026-05-09T12:03:56+05:00,https://arynews.tv/father-travelling-to-daughter-funeral-shot-dead-in-karachi-robbery,negative,0.589
"Pedro Pascal, Vanessa Kirby’s ‘Fantastic Four’ video sparks debate",ARY News,2026-05-09T11:58:25+05:00,https://arynews.tv/pedro-pascal-vanessa-kirbys-fantastic-four-video-sparks-debate,neutral,0.856
‘How I Met Your Mother’ actor faces life sentence after brutal attack on ex,ARY News,2026-05-09T11:48:48+05:00,https://arynews.tv/how-i-met-your-mother-actor-faces-life-sentence-after-brutal-attack-on-ex,negative,0.681
Cloudflare’s slowing growth disappoints investors betting on AI boost,ARY News,2026-05-09T11:39:40+05:00,https://arynews.tv/cloudflares-slowing-growth-disappoints-investors-betting-on-ai-boost,negative,0.672
Harry Styles wins over Zoë Kravitz’ father Lenny with steamy new music video,ARY News,2026-05-09T11:25:41+05:00,https://arynews.tv/harry-styles-wins-over-zoe-kravitz-father-lenny-with-steamy-new-music-video,positive,0.532
Karachi: Cash and valuables looted in farmhouse attack,ARY News,2026-05-09T11:25:39+05:00,https://arynews.tv/karachi-cash-valuables-looted-farmhouse-attack,negative,0.722
Gullan Bharo Karo-Kari case: Investigation handed over to A-Section police,ARY News,2026-05-09T11:10:25+05:00,https://arynews.tv/gullan-bharo-karo-kari-case-in-sindh,neutral,0.873
‘The Me That Remains’: Amy Grant releases her first studio album after hiatus,ARY News,2026-05-09T10:58:40+05:00,https://arynews.tv/the-me-that-remains-amy-grant-releases-her-first-studio-album-after-hiatus,neutral,0.729
Kim Kardashian makes generous gesture for prison moms on Mother’s Day,ARY News,2026-05-09T10:40:21+05:00,https://arynews.tv/kim-kardashian-makes-generous-gesture-for-prison-moms-on-mothers-day,positive,0.855
‘Psychedelic Furs Tour’ 2026 cancelled: Here are the details,ARY News,2026-05-09T10:39:23+05:00,https://arynews.tv/psychedelic-furs-tour-2026-cancelled-here-are-the-details,negative,0.708
Starmer vows to fight on after Labour punished in polls across Britain,ARY News,2026-05-09T10:34:33+05:00,https://arynews.tv/starmer-vows-to-fight-on-after-labour-punished-in-polls-across-britain,neutral,0.772
Trapped seafarers traumatised by Gulf fighting: charities,ARY News,2026-05-09T10:22:43+05:00,https://arynews.tv/trapped-seafarers-traumatised-by-gulf-fighting-charities,negative,0.734
Pakistan hikes jet fuel prices by Rs53.11 per litre,ARY News,2026-05-09T10:20:14+05:00,https://arynews.tv/pakistan-jet-fuel-prices-9-may-2026,negative,0.624
Parent company of Trump’s Truth Social reports $400 mn loss,ARY News,2026-05-09T10:05:27+05:00,https://arynews.tv/parent-company-trumps-truth-social-reports-400-mn-loss,negative,0.681
Conner Smith reflects on fatal accident from 2025,ARY News,2026-05-09T09:57:17+05:00,https://arynews.tv/conner-smith-reflects-on-fatal-accident-from-2025,negative,0.641
China trade beats forecasts in April despite Iran war,ARY News,2026-05-09T09:21:44+05:00,https://arynews.tv/china-trade-beats-forecasts-in-april-despite-iran-war,positive,0.683
Ushna Shah delights fans with pregnancy announcement,ARY News,2026-05-09T09:14:29+05:00,https://arynews.tv/ushna-shah-delights-fans-with-pregnancy-announcement,positive,0.866
Hafiz Naeem calls petrol price hike “oppression on the public”,ARY News,2026-05-09T09:04:53+05:00,https://arynews.tv/petrol-price-hike-is-oppression-on-the-public-hafiz-naeem,negative,0.641
Unilever investors seek ESG reassurances in McCormick food deal,ARY News,2026-05-09T04:07:19+05:00,https://arynews.tv/unilever-investors-seek-esg-reassurances-in-mccormick-food-deal,neutral,0.872
Tanishq bets on resilient gold demand to drive growth,ARY News,2026-05-09T03:13:30+05:00,https://arynews.tv/tanishq-bets-on-resilient-gold-demand-to-drive-growth,neutral,0.518
Hybrid-car sales rise along with gas prices,ARY News,2026-05-09T02:02:00+05:00,https://arynews.tv/hybrid-car-sales-rise-along-with-gas-prices,neutral,0.82
Natalie Portman shares rare peek into Parisian life as she awaits baby no. 3,ARY News,2026-05-09T01:11:18+05:00,https://arynews.tv/natalie-portman-shares-rare-peek-into-parisian-life-as-she-awaits-baby-no-3,neutral,0.778
Jerry Seinfeld reveals true feelings about ‘Friends’: ‘Unbelievable’,ARY News,2026-05-09T01:00:24+05:00,https://arynews.tv/jerry-seinfeld-reveals-true-feelings-about-friends-unbelievable,positive,0.627
Trump announces three-day ceasefire between Ukraine and Russia,ARY News,2026-05-09T00:49:38+05:00,https://arynews.tv/trump-announces-three-day-ceasefire-between-ukraine-and-russia,neutral,0.681
"S&P 500 and Nasdaq hit records, boosted by AI and earnings optimism",ARY News,2026-05-09T00:24:20+05:00,https://arynews.tv/sp-500-and-nasdaq-hit-records-boosted-by-ai-and-earnings-optimism,positive,0.938
Is Latto leaving music? Rapper calls BIG MAMA her ‘retirement album’,ARY News,2026-05-09T00:21:22+05:00,https://arynews.tv/latto-big-mama-is-her-last-album,neutral,0.803
"Petrol price in Pakistan— May 09, 2026",ARY News,2026-05-09T00:06:41+05:00,https://arynews.tv/petrol-price-in-pakistan-may-09-2026,neutral,0.93
Dua Lipa makes shocking appearance on stage ahead of wedding,ARY News,2026-05-08T23:48:47+05:00,https://arynews.tv/dua-lipa-makes-shocking-appearance-on-stage-ahead-of-wedding,neutral,0.541
Karachi traffic police issue e-challans after photographing parked motorcycles,ARY News,2026-05-08T23:40:03+05:00,https://arynews.tv/e-challans-karachi-traffic-police-fines-parked-motorcycle,neutral,0.616
Why Kim Kardashian’s pal refuses to attend her possible fourth wedding to Lewis Hamilton?,ARY News,2026-05-08T23:38:17+05:00,https://arynews.tv/why-kim-kardashians-pal-refuses-to-attend-her-possible-fourth-wedding-to-lewis-hamilton,neutral,0.694
Russian satellites perform ‘sophisticated’ maneuver: Pass within 10 feet of each other,ARY News,2026-05-08T23:22:38+05:00,https://arynews.tv/russian-satellites-perform-sophisticated-maneuver-pass-within-10-feet-of-each-other,neutral,0.864
GTA 6 leak points toward a surprising platform twist,ARY News,2026-05-08T23:16:02+05:00,https://arynews.tv/gta-6-leak-rockstar-games-has-a-surprise-in-store,neutral,0.713
"Schools reach out to Canvas hackers as breach hits US classrooms, source says",ARY News,2026-05-08T23:04:51+05:00,https://arynews.tv/schools-reach-out-to-canvas-hackers-as-breach-hits-us-classrooms-source-says,neutral,0.597
Eiza González stuns with bodybuilding transformation in Cannes-bound film Iron Jane,ARY News,2026-05-08T22:42:27+05:00,https://arynews.tv/eiza-gonzalez-transformation-for-iron-jane-role,positive,0.834
Dead in 1977 Returns to Add 21 People to His Kuwaiti Citizenship File,ARY News,2026-05-08T22:15:58+05:00,https://arynews.tv/dead-in-1977-returns-to-add-21-people-to-his-kuwaiti-citizenship-file,neutral,0.627
IMF approves $1.2 billion tranche for Pakistan,ARY News,2026-05-08T21:42:42+05:00,https://arynews.tv/imf-approves-1-2-billion-tranche-for-pakistan,neutral,0.621
Instagram removes optional end-to-end encryption feature: Here’s what users should do now?,ARY News,2026-05-08T21:22:52+05:00,https://arynews.tv/instagram-removes-optional-end-to-end-encryption-feature-heres-what-users-should-do-now,negative,0.635
"UAE Dirham Rate Today in Pakistan- May 8, 2026",ARY News,2026-05-08T21:03:14+05:00,https://arynews.tv/uae-dirham-rate-today-in-pakistan-may-8-2026,neutral,0.951
"Saudi Riyal to Pakistani Rupee Rate Today – May 8, 2026",ARY News,2026-05-08T20:55:27+05:00,https://arynews.tv/saudi-riyal-to-pakistani-rupee-rate-today-may-8-2026,neutral,0.948
"Rawalpindi horror: Two youths killed over Rs1,300 dispute",ARY News,2026-05-08T19:41:53+05:00,https://arynews.tv/rawalpindi-crime-story-may-08-2026,negative,0.841
Ryanair to shut base due to high fees,ARY News,2026-05-08T19:06:39+05:00,https://arynews.tv/ryanair-to-shut-base-due-to-high-fees,negative,0.714
Pentagon unveils historic collection of UFO files online,ARY News,2026-05-08T18:58:31+05:00,https://arynews.tv/ufo-files-us-made-historic-release,neutral,0.768
"Australia announces counter-terrorism sanctions against BLA, leaders",ARY News,2026-05-08T18:57:09+05:00,https://arynews.tv/australia-announces-counter-terrorism-sanctions-against-bla-leaders,neutral,0.517
"Karachi crime video shows robbers snatching cash-filled helmet, silver bag",ARY News,2026-05-08T18:45:19+05:00,https://arynews.tv/karachi-shocking-robbery-caught-on-video,negative,0.61
UK’s Princess Kate to visit pioneering Italian schools funded by WW2 scrap metal,ARY News,2026-05-08T18:25:57+05:00,https://arynews.tv/uks-princess-kate-to-visit-pioneering-italian-schools-funded-by-ww2-scrap-metal,neutral,0.819
"Dollar and Other Currency Rates in Pakistan Today – May 8, 2026",ARY News,2026-05-08T18:20:55+05:00,https://arynews.tv/dollar-currency-rates-in-pakistan-today-may-8-2026,neutral,0.955
Interior Ministry rubbishes rumours of Pakistanis’ expulsion from UAE,ARY News,2026-05-08T18:19:25+05:00,https://arynews.tv/uae-deportation-claims-what-you-need-to-know,neutral,0.679
Meloni meets Rubio as Iran war strains Italy-US ties,ARY News,2026-05-08T18:08:23+05:00,https://arynews.tv/meloni-meets-rubio-as-iran-war-strains-italy-us-ties,neutral,0.837
Shaheen Afridi achieves major milestone,ARY News,2026-05-08T17:56:01+05:00,https://arynews.tv/shaheen-afridi-achieves-major-milestone,positive,0.891
Bangladesh dominate opening day of first Pakistan Test,ARY News,2026-05-08T17:53:44+05:00,https://arynews.tv/bangladesh-dominate-opening-day-of-first-pakistan-test,neutral,0.651
Arsenal sense Premier League glory as Spurs eye safety,ARY News,2026-05-08T17:50:35+05:00,https://arynews.tv/arsenal-sense-premier-league-glory-as-spurs-eye-safety,neutral,0.519
Wobbling Wolfsburg face uphill battle against Bayern,ARY News,2026-05-08T17:49:00+05:00,https://arynews.tv/wobbling-wolfsburg-face-uphill-battle-against-bayern,neutral,0.834
History-chasing Barca eye title party in Liga Clasico,ARY News,2026-05-08T17:45:43+05:00,https://arynews.tv/history-chasing-barca-eye-title-party-in-liga-clasico,neutral,0.612
"Man City must put pressure on Arsenal, says Guardiola",ARY News,2026-05-08T17:35:47+05:00,https://arynews.tv/man-city-must-put-pressure-on-arsenal-says-guardiola,neutral,0.894
Cash-strapped Zamalek eye record CAF Cup winners prize,ARY News,2026-05-08T17:32:40+05:00,https://arynews.tv/cash-strapped-zamalek-eye-record-caf-cup-winners-prize,neutral,0.785
Davies’ World Cup preparations hit by fresh injury,ARY News,2026-05-08T17:25:43+05:00,https://arynews.tv/davies-world-cup-preparations-hit-by-fresh-injury,negative,0.496
Swiatek battles into Italian Open third round,ARY News,2026-05-08T17:22:57+05:00,https://arynews.tv/swiatek-battles-into-italian-open-third-round,neutral,0.929
South Koreans gear up to roar on football team from rival North,ARY News,2026-05-08T17:15:05+05:00,https://arynews.tv/south-koreans-gear-up-to-roar-on-football-team-from-rival-north,neutral,0.742
"6 civilians martyred, 13 injured as forces repel major attack in Hangu",ARY News,2026-05-08T17:03:41+05:00,https://arynews.tv/6-civilians-martyred-as-forces-repel-major-attack-in-hangu,negative,0.783
‘They looked like me’: Why Arsenal became Africa’s club,ARY News,2026-05-08T16:58:26+05:00,https://arynews.tv/they-looked-like-me-why-arsenal-became-africas-club,neutral,0.785
"Iranian Rial Rate Today in Pakistan- May 8, 2026",ARY News,2026-05-08T16:55:59+05:00,https://arynews.tv/iranian-rial-rate-today-in-pakistan-may-8-2026,neutral,0.945
"Gold prices drop in Pakistan – May 8, 2026",ARY News,2026-05-08T16:32:25+05:00,https://arynews.tv/gold-prices-drop-in-pakistan-may-8-2026,neutral,0.796
Viral: Murtaza Wahab rides e-bike without helmet and license,ARY News,2026-05-08T16:30:25+05:00,https://arynews.tv/viral-murtaza-wahab-rides-e-bike-without-helmet-or-license,neutral,0.845
Iran says redirects US-sanctioned oil tanker to its shores,ARY News,2026-05-08T16:27:00+05:00,https://arynews.tv/iran-says-redirects-us-sanctioned-oil-tanker-to-its-shores,neutral,0.567
"Princess Eugenie, Beatrice join Taylor Swift for Poppy Delevingne’s birthday bash",ARY News,2026-05-08T16:24:51+05:00,https://arynews.tv/princess-eugenie-beatrice-join-taylor-swift-for-poppy-delevingnes-birthday-bash,neutral,0.717
Google Gemini Agent upgrade to act as 24/7 assistant,ARY News,2026-05-08T16:16:56+05:00,https://arynews.tv/google-gemini-agent-upgrade-to-act-as-24-7-assistant,neutral,0.747
"HEC announces dual, joint degree programmes – Check details",ARY News,2026-05-08T15:59:38+05:00,https://arynews.tv/hec-announces-dual-joint-degree-programmes,neutral,0.835
"Karachi court rejects bail plea of accused in blackmail, explicit video case",ARY News,2026-05-08T15:35:46+05:00,https://arynews.tv/karachi-court-rejects-bail-plea-in-blackmail-explicit-video-case,negative,0.642
"Civilians lynched in Mali witch hunt after militants, rebel attacks",ARY News,2026-05-08T15:27:23+05:00,https://arynews.tv/civilians-lynched-in-mali-witch-hunt-after-militants-rebel-attacks,negative,0.8
Vidya Balan reflects on Late Irrfan Khan in emotional note,ARY News,2026-05-08T15:23:11+05:00,https://arynews.tv/vidya-balan-reflects-on-late-irrfan-khan-in-emotional-note,neutral,0.901
Hantavirus outbreak risk to public ‘absolutely low’: WHO,ARY News,2026-05-08T15:19:08+05:00,https://arynews.tv/hantavirus-outbreak-risk-to-public-absolutely-low-who,neutral,0.849
Petrol prices in Pakistan likely to decrease amid global oil price decline,ARY News,2026-05-08T15:11:09+05:00,https://arynews.tv/petrol-prices-in-pakistan-likely-to-decrease,neutral,0.74
Princess Eugenie seen shopping for baby days after announcing third pregnancy,ARY News,2026-05-08T15:08:49+05:00,https://arynews.tv/princess-eugenie-seen-shopping-for-baby-days-after-announcing-third-pregnancy,neutral,0.846
Nancy Guthrie: Investigators reveal spine chilling details,ARY News,2026-05-08T15:07:27+05:00,https://arynews.tv/nancy-guthrie-investigators-reveal-nerve-chilling-details,negative,0.544
E-Bikes: Are They Really Cost-Effective Amid Petrol Price Hikes in Pakistan?,ARY News,2026-05-08T15:03:02+05:00,https://arynews.tv/e-bikes-cost-effective-petrol-price-hikes-in-pakistan,neutral,0.831
Karachi mayor orders beautification zones along major roads in the city,ARY News,2026-05-08T15:01:28+05:00,https://arynews.tv/karachi-mayor-orders-beautification-zones-along-major-roads,neutral,0.729
"Charli XCX drops new single ‘Rock Music’, Moody video",ARY News,2026-05-08T14:45:27+05:00,https://arynews.tv/charli-xcx-drops-new-single-rock-music-moody-video,neutral,0.799
Section 7E tax on property declared unconstitutional by court,ARY News,2026-05-08T14:31:59+05:00,https://arynews.tv/section-7e-tax-on-property-declared-unconstitutional-by-court,negative,0.622
Justin Baldoni’s lawyer reveals the ‘real reason’ behind the deal,ARY News,2026-05-08T14:00:17+05:00,https://arynews.tv/justin-baldonis-lawyer-reveals-the-real-reason-behind-the-deal,neutral,0.906
"Pushpa 2 stampede: Allu Arjun’s father, wife assure support to victim during visit",ARY News,2026-05-08T13:59:31+05:00,https://arynews.tv/pushpa-2-stampede-allu-arjuns-father-wife-assure-support-to-victim-during-visit,neutral,0.883
Petrol price update: Aurangzeb says decision to be announced by petroleum ministry,ARY News,2026-05-08T13:55:31+05:00,https://arynews.tv/petrol-price-decision-to-be-announced-by-petroleum-ministry,neutral,0.916
Shakira unveils her 2026 Fifa World Cup anthem,ARY News,2026-05-08T13:35:04+05:00,https://arynews.tv/shakira-unveils-her-2026-fifa-world-cup-anthem,neutral,0.798
Ariana Grande gives fans new glimpse into her upcoming album ‘Petal’,ARY News,2026-05-08T13:19:16+05:00,https://arynews.tv/ariana-grande-gives-fans-new-glimpse-into-her-upcoming-album-petal,neutral,0.674
"Pakistan Hajj mission returns lost 4,308 Riyals to pilgrim in Makkah",ARY News,2026-05-08T13:02:45+05:00,https://arynews.tv/pakistan-hajj-mission-returns-lost-4308-riyals-to-pilgrim-in-makkah,negative,0.607
Samsung One UI 8.5 rollout begins for older Galaxy phones and tablets,ARY News,2026-05-08T12:49:21+05:00,https://arynews.tv/samsung-one-ui-8-5-rollout-begins-for-older-galaxy-phones-and-tablets,neutral,0.666
Stanley Tucci reveals his mother’s hilarious career concerns,ARY News,2026-05-08T12:32:22+05:00,https://arynews.tv/stanley-tucci-reveals-his-mothers-hilarious-career-concerns,neutral,0.827
Pakistan likely to receive $1.2 billion IMF tranche as board meets today,ARY News,2026-05-08T12:25:35+05:00,https://arynews.tv/pakistan-likely-to-receive-1-2bln-imf-tranche-as-board-meets-today,neutral,0.666
"Taylor Swift, Travis Kelce give Sadie Sink standing ovation at her London Play",ARY News,2026-05-08T12:15:08+05:00,https://arynews.tv/taylor-swift-travis-kelce-give-sadie-sink-standing-ovation-at-her-london-play,neutral,0.851
Bonnie Tyler in induced coma following emergency surgery in Portugal,ARY News,2026-05-08T12:11:45+05:00,https://arynews.tv/bonnie-tyler-in-induced-coma-following-emergency-surgery-in-portugal,neutral,0.767
Disney super app could merge Disney+ with theme park apps,ARY News,2026-05-08T12:11:43+05:00,https://arynews.tv/disney-super-app-could-merge-disney-with-theme-park-apps,neutral,0.642
"Dar seeks Singapore’s help for return of Pakistanis, Iranians aboard vessels seized by US",ARY News,2026-05-08T12:08:43+05:00,https://arynews.tv/pakistan-seeks-singapore-help-for-return-of-pakistanis-iranians,neutral,0.897
Trump threatens more Iran strikes if deal not signed ‘fast!’,ARY News,2026-05-08T11:45:46+05:00,https://arynews.tv/trump-threatens-more-iran-strikes-if-deal-not-signed-fast,negative,0.777
Donald Trump again appreciates Pakistan’s top leadership,ARY News,2026-05-08T11:45:17+05:00,https://arynews.tv/donald-trump-again-appreciates-pakistans-top-leadership-video,positive,0.946
OpenAI launches GPT-Realtime-2 with live translation and transcription features,ARY News,2026-05-08T11:38:46+05:00,https://arynews.tv/openai-launches-gpt-realtime-2-with-live-translation-and-transcription-features,neutral,0.785
Kris Jenner reveals why she stopped using Ozempic,ARY News,2026-05-08T11:32:51+05:00,https://arynews.tv/kris-jenner-reveals-why-she-stopped-using-ozempic,neutral,0.797
Zoë Kravitz slams Hulu for using Harry Styles to promote canceled show,ARY News,2026-05-08T11:22:25+05:00,https://arynews.tv/zoe-kravitz-slams-hulu-for-using-harry-styles-to-promote-canceled-show,negative,0.622
"Kuwait targets congestion with new public transport, mobility plans",ARY News,2026-05-08T11:14:51+05:00,https://arynews.tv/kuwait-pushes-ahead-with-plans-to-modernise-transport-network,neutral,0.719
Kuwait Municipality cuts electricity to 5 expat bachelor properties,ARY News,2026-05-08T11:14:11+05:00,https://arynews.tv/kuwait-municipality-cuts-electricity-to-5-expat-bachelor-properties,negative,0.583
‘Stranger Things’ star reveals secret behind his 8-year romance with girlfriend,ARY News,2026-05-08T10:55:28+05:00,https://arynews.tv/stranger-things-star-reveals-secret-behind-his-8-year-romance-with-girlfriend,neutral,0.919
Ariana Grande shares new details on new album ‘petal’,ARY News,2026-05-08T10:44:52+05:00,https://arynews.tv/ariana-grande-shares-new-details-on-new-album-petal,neutral,0.871
20 hikers missing after volcano erupts in east Indonesia: rescue official,ARY News,2026-05-08T10:44:00+05:00,https://arynews.tv/20-hikers-missing-after-volcano-erupts-in-east-indonesia-rescue-official,neutral,0.563
IS-linked Australian women charged with keeping slave in Syria,ARY News,2026-05-08T10:38:48+05:00,https://arynews.tv/is-linked-australian-women-charged-with-keeping-slave-in-syria,negative,0.762
WHO warns of more hantavirus cases in ‘limited’ outbreak,ARY News,2026-05-08T10:35:35+05:00,https://arynews.tv/who-warns-of-more-hantavirus-cases-in-limited-outbreak,negative,0.643
Billie Eilish reveals how James Cameron pitched her 3D concert movie idea,ARY News,2026-05-08T10:35:10+05:00,https://arynews.tv/billie-eilish-reveals-how-james-cameron-pitched-her-3d-concert-movie-idea,neutral,0.91
Saudi Ports Authority extends storage fee exemption for transit cargo,ARY News,2026-05-08T10:34:58+05:00,https://arynews.tv/saudi-arabia-extends-storage-fee-exemption-for-transit-cargo,neutral,0.862
"CPJ demands progress on US probe of journalist Abu Akleh killing, four years on",ARY News,2026-05-08T10:25:12+05:00,https://arynews.tv/cpj-demands-progress-on-us-probe-of-journalist-abu-akleh-killing,neutral,0.673
UK’s Labour Party suffers heavy early losses as Reform gains in elections,ARY News,2026-05-08T10:20:24+05:00,https://arynews.tv/labour-party-suffers-heavy-early-losses-as-reform-gains-in-elections,negative,0.699
Prince Harry hails David Attenborough in heartfelt 100th birthday essay,ARY News,2026-05-08T10:20:17+05:00,https://arynews.tv/prince-harry-hails-david-attenborough-in-heartfelt-100th-birthday-essay,positive,0.66
U.S Congress commends Pakistan for mediating US-Iran peace,ARY News,2026-05-08T10:19:20+05:00,https://arynews.tv/us-congress-commends-pakistan-for-mediating-us-iran-peace,positive,0.612
Brendan Fraser teases major physical transformation for ‘The Mummy 4’,ARY News,2026-05-08T10:11:44+05:00,https://arynews.tv/brendan-fraser-teases-major-physical-transformation-for-the-mummy-4,neutral,0.763
"VIDEO: Armed robbers hold family hostage, loot cash and gold in Karachi",ARY News,2026-05-08T10:07:53+05:00,https://arynews.tv/video-robbers-hold-family-hostage-loot-cash-gold-in-karachi,negative,0.721
"Taylor Swift, Travis Kelce light up London with glamorous dinner date",ARY News,2026-05-08T10:02:08+05:00,https://arynews.tv/taylor-swift-travis-kelce-light-up-london-with-glamorous-dinner-date,positive,0.67
Gold on track for weekly gain,ARY News,2026-05-08T09:31:25+05:00,https://arynews.tv/gold-on-track-for-weekly-gain-8-may-2026,positive,0.674
US to revoke passports for thousands of parents who owe child support,ARY News,2026-05-08T09:13:39+05:00,https://arynews.tv/us-to-revoke-passports-of-parents-who-owe-child-support,negative,0.675
"US and Iran exchange fire, but Trump says ceasefire still in effect",ARY News,2026-05-08T08:30:10+05:00,https://arynews.tv/us-and-iran-exchange-fire-but-trump-says-ceasefire-still-in-effect,neutral,0.914
Iran destroyed 16 US military bases in Middle East: US media reports,ARY News,2026-05-08T08:10:46+05:00,https://arynews.tv/iran-destroyed-16-us-military-bases-in-middle-east-reports,negative,0.68
Send Help: Rachel McAdams Movie Review 2026,ARY News,2026-05-08T06:30:46+05:00,https://arynews.tv/send-help-rachel-mcadams-movie-review-2025,neutral,0.864
Verizon cutting a few hundred jobs nationwide,ARY News,2026-05-08T04:30:56+05:00,https://arynews.tv/verizon-cutting-a-few-hundred-jobs-nationwide,negative,0.722
Blue Owl will reduce private credit exposure to software,ARY News,2026-05-08T03:30:44+05:00,https://arynews.tv/blue-owl-will-reduce-private-credit-exposure-to-software,neutral,0.79
OpenAI unveils three audio models for real-time voice tasks,ARY News,2026-05-08T02:30:52+05:00,https://arynews.tv/openai-unveils-three-audio-models-for-real-time-voice-tasks,neutral,0.665
